Path Token Count,Average Domain Token,Entropy URL,Charcomp Vowels,Charcomp Ace,Path Url Ratio,Domain URL Ratio,Symbol Count URL,URL Type
13,5,0.715434682,17,13,0.8043478,0.11956522,6,benign
11,6.5,0.762538907,16,11,0.725,0.175,5,benign
12,6,0.67008895,31,20,0.8113208,0.12264151,9,benign
11,6.5,0.699878209,16,10,0.74698794,0.16867469,6,benign
15,3.5,0.637912048,26,14,0.8369565,0.08695652,4,benign
8,7,0.745287651,15,8,0.68115944,0.2173913,3,benign
10,9.5,0.673128572,19,14,0.7096774,0.21505377,3,benign
9,7,0.746129144,16,9,0.71428573,0.19480519,5,benign
14,4.5,0.692287627,21,14,0.8023256,0.11627907,4,benign
9,3.5,0.71757344,12,7,0.73214287,0.14285715,4,benign
18,4.5,0.656219497,24,20,0.86290324,0.08064516,4,benign
13,5.5,0.709009071,23,17,0.85820895,0.08955224,14,benign
16,6,0.649249962,22,8,0.77272725,0.14772727,3,benign
8,6,0.674428436,17,9,0.70422536,0.18309858,8,benign
11,4,0.688394468,18,10,0.7948718,0.115384616,4,benign
19,4.3333335,0.662323077,16,9,0.78,0.15,6,benign
9,8,0.679982079,12,8,0.6363636,0.25757575,4,benign
10,5,0.669527959,20,15,0.7777778,0.13580246,9,benign
11,3,0.733975142,13,7,0.8028169,0.09859155,5,benign
12,8,0.708522859,19,14,0.7303371,0.19101124,6,benign
8,5.5,0.701838552,11,5,0.7205882,0.1764706,6,benign
13,4.3333335,0.658392585,30,24,0.8,0.13636364,10,benign
6,7,0.712016717,13,11,0.6507937,0.23809524,6,benign
21,6.5,0.626212203,30,16,0.85211265,0.09859155,11,benign
13,6,0.724473355,14,7,0.7183099,0.18309858,5,benign
8,5.5,0.719582296,11,6,0.7205882,0.1764706,6,benign
7,5,0.770521324,9,5,0.6785714,0.19642857,4,benign
7,6.5,0.806426117,8,5,0.6507937,0.22222222,5,benign
12,5.5,0.716230055,22,18,0.85925925,0.08888889,13,benign
18,3,0.661533433,26,17,0.85,0.09166667,7,benign
9,4.5,0.743111817,12,5,0.74242425,0.15151516,5,benign
15,4.5,0.684169436,23,14,0.83168316,0.0990099,5,benign
5,6,0.72519626,11,5,0.61538464,0.25,5,benign
7,7.5,0.722087208,11,6,0.58928573,0.2857143,5,benign
4,4.5,0.75018947,7,7,0.7118644,0.16949153,5,benign
6,4.5,0.673204028,10,10,0.6964286,0.17857143,7,benign
8,5,0.778838371,8,7,0.6666667,0.2037037,9,benign
10,7,0.678503662,9,8,0.62711865,0.2542373,4,benign
5,7,0.760622298,3,1,0.60714287,0.26785713,6,benign
11,6,0.74104772,10,7,0.7222222,0.18055555,11,benign
11,7,0.693276811,10,8,0.74712646,0.1724138,12,benign
7,5.5,0.712982908,12,6,0.7058824,0.1764706,8,benign
45,4.5,0.544934301,69,35,0.9311741,0.04048583,5,benign
10,4.3333335,0.650595984,28,16,0.75555557,0.16666667,6,benign
20,10,0.67942346,29,22,0.7704918,0.17213115,5,benign
6,4,0.820378932,8,3,0.6981132,0.16981132,8,benign
12,4,0.713655935,21,12,0.7878788,0.14141414,8,benign
8,4.5,0.724944008,14,3,0.74626863,0.14925373,5,benign
12,4.5,0.737430495,15,4,0.7638889,0.1388889,12,benign
10,3.5,0.788276032,10,7,0.7916667,0.11111111,5,benign
13,4.5,0.726360294,13,5,0.78205127,0.12820514,6,benign
11,7,0.720584366,15,10,0.73170733,0.18292683,3,benign
7,6.5,0.700108033,13,5,0.671875,0.21875,8,benign
7,3,0.687131333,14,9,0.75,0.125,7,benign
15,8,0.628966178,21,9,0.73626375,0.18681319,4,benign
8,4.5,0.783879829,9,8,0.71428573,0.15873016,6,benign
7,5.5,0.698498665,16,8,0.7121212,0.18181819,5,benign
18,8,0.616272438,21,12,0.75757575,0.17171717,4,benign
7,4,0.695160823,10,6,0.65,0.23333333,8,benign
4,4.5,0.79262703,8,5,0.7118644,0.16949153,5,benign
11,4,0.768698544,10,4,0.7733333,0.12,9,benign
12,5.5,0.681545177,24,12,0.8061224,0.12244898,4,benign
9,6.5,0.769272201,13,5,0.7,0.2,9,benign
7,4,0.701015625,14,12,0.75,0.140625,8,benign
9,9.5,0.722443446,10,5,0.625,0.2777778,3,benign
8,6.5,0.735571145,13,10,0.70422536,0.1971831,6,benign
15,3.5,0.619392891,35,27,0.8695652,0.069565214,4,benign
15,4.3333335,0.701062308,17,13,0.8211382,0.12195122,16,benign
35,4.5,0.563146785,57,35,0.9201878,0.04694836,5,benign
7,4,0.736031134,7,2,0.6862745,0.1764706,4,benign
13,4.5,0.671715154,22,16,0.8425926,0.09259259,18,benign
11,4.5,0.675182528,18,17,0.8023256,0.11627907,3,benign
12,4,0.759190456,13,4,0.7875,0.1125,9,benign
14,2.5,0.68959932,25,15,0.8712871,0.05940594,4,benign
7,3,0.762204796,4,3,0.7586207,0.12068965,7,benign
8,2.6666667,0.693185458,23,11,0.7777778,0.12345679,6,benign
16,7,0.655786667,17,7,0.73170733,0.18292683,4,benign
18,7,0.679934471,30,16,0.8211382,0.12195122,8,benign
9,8,0.651807451,20,11,0.71428573,0.20238096,5,benign
12,6,0.660428598,29,13,0.8125,0.116071425,6,benign
7,6,0.725999974,13,8,0.6923077,0.2,5,benign
10,7,0.698290092,19,11,0.752809,0.16853933,5,benign
6,3.3333333,0.669805993,8,10,0.627451,0.23529412,8,benign
13,5,0.709631039,12,9,0.6962025,0.21518987,7,benign
5,4.5,0.735448703,12,7,0.6851852,0.18518518,4,benign
11,7,0.700412837,11,9,0.74712646,0.1724138,12,benign
15,8,0.611051717,27,16,0.7837838,0.15315315,6,benign
6,4.5,0.718570578,10,8,0.6851852,0.18518518,7,benign
12,4.5,0.695067128,18,11,0.79310346,0.11494253,4,benign
11,4.3333335,0.693215285,20,8,0.7582418,0.16483517,7,benign
7,5,0.740489526,8,4,0.6666667,0.19298245,6,benign
17,2.5,0.668032594,29,19,0.8839286,0.05357143,6,benign
6,5.5,0.705352156,10,9,0.6363636,0.21818182,6,benign
11,5,0.730263889,13,9,0.73913044,0.1594203,8,benign
11,2.6666667,0.738161262,16,10,0.79012346,0.12345679,8,benign
5,5,0.72332926,10,7,0.64705884,0.21568628,6,benign
14,5.5,0.666169166,26,24,0.8240741,0.11111111,7,benign
10,8,0.677710295,17,10,0.6923077,0.21794872,4,benign
6,4,0.754660515,12,13,0.6769231,0.21538462,9,benign
10,8,0.682614821,16,10,0.7446808,0.18085106,5,benign
13,4.5,0.674759493,22,17,0.83653843,0.09615385,18,benign
6,4,0.749201758,9,8,0.7017544,0.15789473,5,benign
11,6.5,0.706278967,15,9,0.74698794,0.16867469,6,benign
9,5,0.737959242,11,9,0.7,0.18333334,8,benign
11,6,0.726083553,11,7,0.7297297,0.17567568,11,benign
8,4.5,0.759982989,11,5,0.70689654,0.1724138,8,benign
8,5,0.752501003,8,5,0.71428573,0.17460318,12,benign
13,4.5,0.694477097,17,9,0.7875,0.125,4,benign
5,5,0.729309576,13,10,0.65384614,0.21153846,4,benign
19,6.5,0.651381167,30,17,0.84090906,0.10606061,9,benign
7,6,0.719838707,16,10,0.6825397,0.20634921,8,benign
6,4.5,0.839162325,6,3,0.6666667,0.19607843,6,benign
15,6.5,0.691047033,18,8,0.77894735,0.14736842,9,benign
20,4.6666665,0.677616556,31,29,0.86470586,0.09411765,21,benign
7,8.5,0.754309614,9,6,0.6212121,0.27272728,10,benign
13,3.6666667,0.691679597,11,9,0.7368421,0.17105263,6,benign
9,8,0.702019674,11,3,0.6962025,0.21518987,5,benign
11,5,0.688156759,16,12,0.72727275,0.16666667,4,benign
8,4.5,0.769790014,11,4,0.72131145,0.16393442,8,benign
17,2.5,0.6723774,27,12,0.8761905,0.057142857,4,benign
7,5.5,0.757205799,9,6,0.627451,0.23529412,4,benign
11,2.5,0.667745727,18,8,0.82666665,0.08,8,benign
13,4.5,0.716538259,14,10,0.7733333,0.13333334,6,benign
5,7,0.760498508,10,4,0.5769231,0.28846154,5,benign
9,5.5,0.752378892,9,6,0.66071427,0.21428572,4,benign
19,6.5,0.63241107,36,23,0.85211265,0.09859155,10,benign
18,6.5,0.662666662,31,16,0.84210527,0.10526316,7,benign
8,2.6666667,0.705284046,24,14,0.7848101,0.12658228,10,benign
13,3.5,0.681785068,16,9,0.79452056,0.10958904,5,benign
5,2,0.722522953,15,8,0.78571427,0.08928572,5,benign
13,4.5,0.700258492,20,16,0.79761904,0.11904762,3,benign
11,4,0.694327574,16,11,0.77922076,0.116883114,4,benign
13,3.5,0.674861087,22,6,0.8148148,0.09876543,4,benign
9,4.5,0.731394329,13,4,0.7258065,0.16129032,6,benign
7,6,0.69877574,21,16,0.75308645,0.16049382,7,benign
8,5.5,0.718514387,12,8,0.7164179,0.17910448,6,benign
16,4.5,0.694594351,19,12,0.83,0.1,5,benign
8,3,0.693588248,15,9,0.75,0.125,8,benign
14,5.5,0.676294592,30,25,0.8716216,0.08108108,15,benign
6,4.5,0.738930404,12,7,0.64705884,0.19607843,6,benign
5,7,0.794327207,7,3,0.62711865,0.2542373,7,benign
11,7.5,0.696415635,20,11,0.74444443,0.17777778,4,benign
5,6.5,0.755784247,5,5,0.6037736,0.26415095,6,benign
8,3,0.820049973,5,2,0.7358491,0.13207547,8,benign
12,6.5,0.680046048,19,8,0.7741935,0.15053764,6,benign
11,4.5,0.727995038,19,10,0.7848101,0.12658228,4,benign
14,6.5,0.69678489,16,11,0.76666665,0.15555556,9,benign
11,5.5,0.738789936,8,4,0.7246377,0.17391305,6,benign
9,4.3333335,0.74246691,9,5,0.5769231,0.28846154,6,benign
12,5.5,0.739079038,17,9,0.7654321,0.14814815,4,benign
16,2.5,0.703178855,20,12,0.85227275,0.06818182,6,benign
6,6.5,0.715380257,7,7,0.5882353,0.27450982,5,benign
6,9.5,0.761910869,6,6,0.5344828,0.3448276,3,benign
12,8,0.705778781,14,6,0.6987952,0.20481928,6,benign
13,3.5,0.752707641,17,10,0.8255814,0.093023255,5,benign
11,6,0.668399115,12,6,0.6923077,0.2,3,benign
6,4.5,0.824990341,5,3,0.6666667,0.19607843,7,benign
5,7.5,0.717045097,8,5,0.5576923,0.30769232,5,benign
23,4.5,0.632125477,42,27,0.8831169,0.064935066,6,benign
11,4.5,0.735664417,13,10,0.7671233,0.1369863,5,benign
8,3,0.840147021,5,2,0.7307692,0.13461539,8,benign
15,4.3333335,0.711609178,17,13,0.8211382,0.12195122,16,benign
11,6,0.728378406,10,9,0.7297297,0.17567568,11,benign
8,3.5,0.845577238,8,5,0.71153843,0.15384616,8,benign
11,6.5,0.693164671,22,16,0.7529412,0.16470589,8,benign
8,7,0.746206141,4,4,0.6451613,0.24193548,7,benign
8,5.5,0.711736095,12,8,0.7164179,0.17910448,6,benign
8,5.5,0.712927134,11,6,0.7205882,0.1764706,6,benign
16,5,0.646276546,26,18,0.82857144,0.104761906,6,benign
9,5.5,0.765591823,5,5,0.63461536,0.23076923,12,benign
11,5.5,0.737093654,12,8,0.7654321,0.14814815,4,benign
16,4,0.653116074,25,13,0.8584071,0.07964602,5,benign
20,3.5,0.602749425,39,21,0.88461536,0.06153846,4,benign
17,7,0.63169547,17,9,0.75,0.17045455,4,benign
11,3.5,0.750984773,14,9,0.7972973,0.10810811,5,benign
7,5.5,0.804716204,7,3,0.6226415,0.2264151,4,benign
9,4.5,0.666061245,24,9,0.7875,0.125,8,benign
11,7,0.695970259,11,8,0.74712646,0.1724138,12,benign
8,6.5,0.681690854,14,7,0.6769231,0.21538462,3,benign
9,6,0.712523925,20,13,0.7619048,0.15476191,12,benign
13,8,0.697268181,19,14,0.76237625,0.16831683,6,benign
14,2.5,0.709136456,22,17,0.85714287,0.06593407,6,benign
16,4,0.635944789,41,19,0.89542484,0.05882353,11,benign
15,3.5,0.669915398,16,11,0.8369565,0.08695652,5,benign
14,3,0.713832433,13,7,0.7882353,0.12941177,7,benign
8,5.5,0.732048606,11,7,0.7121212,0.18181819,6,benign
8,3.5,0.776327304,12,7,0.765625,0.125,5,benign
8,5.5,0.756761541,16,6,0.75,0.15789473,8,benign
8,3.5,0.77057517,8,5,0.7169811,0.1509434,7,benign
10,2.5,0.674083743,15,6,0.80597013,0.08955224,8,benign
7,4.5,0.782921049,10,6,0.71666664,0.16666667,7,benign
8,4,0.775189899,11,6,0.7090909,0.16363636,5,benign
13,5.5,0.674849469,20,12,0.78651685,0.13483146,5,benign
6,4,0.752346924,14,10,0.6666667,0.22222222,7,benign
10,5.5,0.75896534,13,6,0.68333334,0.2,4,benign
16,6.5,0.697081424,21,9,0.8018868,0.13207547,7,benign
19,5.5,0.645023665,31,19,0.8467742,0.09677419,4,benign
9,2.5,0.758588758,6,3,0.7903226,0.09677419,9,benign
8,4.5,0.772723972,9,5,0.6851852,0.18518518,6,benign
11,6,0.74104772,10,7,0.7222222,0.18055555,11,benign
3,4,0.764757996,5,6,0.71428573,0.16071428,4,benign
13,5,0.667791909,15,7,0.7721519,0.1392405,5,benign
10,5,0.702228729,19,14,0.775,0.1375,4,benign
5,9.5,0.7404244,6,5,0.47058824,0.39215687,6,benign
16,5.5,0.679636855,24,19,0.81904763,0.114285715,7,benign
17,4.5,0.639615153,27,22,0.84821427,0.08928572,7,benign
7,6.5,0.756646796,10,7,0.6557377,0.22950819,9,benign
14,4.5,0.740899153,12,6,0.8131868,0.10989011,9,benign
6,5.5,0.702393453,12,4,0.6935484,0.19354838,4,benign
14,6,0.689016381,19,13,0.7752809,0.14606741,6,benign
11,6,0.668654229,13,7,0.6923077,0.2,3,benign
17,5,0.679702371,18,7,0.8363636,0.1,6,benign
9,3,0.677023263,14,11,0.7777778,0.11111111,7,benign
11,7,0.690583362,11,10,0.74712646,0.1724138,12,benign
7,6,0.720252623,14,11,0.66101694,0.22033899,8,benign
6,4,0.699218495,11,5,0.6923077,0.17307693,7,benign
8,7.5,0.691066507,15,9,0.70886075,0.20253165,5,benign
13,5.5,0.690672824,19,13,0.76829267,0.14634146,5,benign
9,5.5,0.764973805,11,6,0.6984127,0.1904762,4,benign
10,5.5,0.702430939,19,10,0.7654321,0.14814815,4,benign
10,7,0.727768567,15,11,0.69863015,0.20547946,3,benign
5,6,0.799518127,10,6,0.6721311,0.21311475,4,benign
6,5.5,0.764809597,5,2,0.60784316,0.23529412,8,benign
9,6.5,0.711474086,14,8,0.7162162,0.1891892,5,benign
7,5.5,0.78193769,10,6,0.6666667,0.2,4,benign
6,5.5,0.707773395,14,6,0.66071427,0.21428572,4,benign
11,6.5,0.688873775,22,13,0.78350514,0.14432989,6,benign
12,3.5,0.770784857,16,8,0.8192771,0.09638554,5,benign
7,9.5,0.703719635,12,7,0.64935064,0.25974026,3,benign
